Roll No,cat 1,cat 2,cat 3,overall,conversion,Result
5515,14,49,24,87,58,Average learners
5516,37,10,37,84,56,Average learners
5517,20,25,46,91,60,Average learners
5518,43,47,46,136,90,fast learners
5519,33,18,19,70,46,slow leaners
5520,31,35,49,115,76,fast learners
5521,37,38,33,108,72,fast learners
5522,35,26,18,79,52,Average learners
5523,28,30,17,75,50,Average learners
5524,35,46,43,124,82,fast learners
5525,35,27,36,98,65,Average learners
5526,18,35,10,63,42,slow leaners
5527,10,32,40,82,54,Average learners
5528,37,11,10,58,38,slow leaners
5529,39,19,21,79,52,Average learners
5530,11,24,43,78,52,Average learners
5531,43,33,10,86,57,Average learners
5532,15,28,44,87,58,Average learners
5533,15,33,40,88,58,Average learners
5534,19,37,46,102,68,Average learners
5535,42,33,17,92,61,Average learners
5536,16,26,20,62,41,slow leaners
5537,18,37,20,75,50,Average learners
5538,16,33,47,96,64,Average learners
5539,14,13,15,42,28,slow leaners
5540,15,18,49,82,54,Average learners
5541,25,29,12,66,44,slow leaners
5542,11,24,13,48,32,slow leaners
5543,15,15,16,46,30,slow leaners
5544,37,33,32,102,68,Average learners
5545,17,42,19,78,52,Average learners
5546,46,45,11,102,68,Average learners
5547,28,45,27,100,66,Average learners
5548,20,12,20,52,34,slow leaners
5549,47,49,18,114,76,fast learners
5550,43,36,12,91,60,Average learners
5551,34,37,49,120,80,fast learners
5552,49,20,26,95,63,Average learners
5553,35,17,16,68,45,slow leaners
5554,16,33,41,90,60,Average learners
5555,36,15,13,64,42,slow leaners
5556,26,18,24,68,45,slow leaners
5557,23,42,25,90,60,Average learners
5558,13,30,46,89,59,Average learners
5559,20,37,30,87,58,Average learners
5560,49,27,23,99,66,Average learners
5561,39,11,35,85,56,Average learners
5562,47,37,41,125,83,fast learners
5563,43,27,36,106,70,fast learners
5564,45,31,31,107,71,fast learners
5565,32,34,36,102,68,Average learners
5566,33,34,27,94,62,Average learners
5567,26,22,22,70,46,slow leaners
5568,26,32,11,69,46,slow leaners
5569,37,40,25,102,68,Average learners
5570,29,46,34,109,72,fast learners
5571,22,21,23,66,44,slow leaners
5572,14,32,47,93,62,Average learners
5573,27,43,45,115,76,fast learners
5574,40,45,44,129,86,fast learners
5575,43,25,28,96,64,Average learners
5576,16,16,10,42,28,slow leaners
5577,48,11,27,86,57,Average learners
5578,28,16,18,62,41,slow leaners
5579,46,16,11,73,48,slow leaners
5580,38,32,26,96,64,Average learners
5581,39,21,44,104,69,Average learners
5582,16,39,14,69,46,slow leaners
5583,31,33,31,95,63,Average learners
5584,48,38,48,134,89,fast learners
5585,13,27,17,57,38,slow leaners
5586,44,47,17,108,72,fast learners
5587,19,23,41,83,55,Average learners
5588,45,23,20,88,58,Average learners
5589,36,37,34,107,71,fast learners
5590,46,41,43,130,86,fast learners
5591,10,17,17,44,29,slow leaners
5592,19,10,23,52,34,slow leaners
5593,39,23,46,108,72,fast learners
5594,23,44,29,96,64,Average learners
5595,28,27,23,78,52,Average learners
5596,23,22,21,66,44,slow leaners
5597,43,12,17,72,48,slow leaners
5598,36,35,43,114,76,fast learners
5599,29,21,39,89,59,Average learners
5600,23,39,22,84,56,Average learners
5601,16,33,30,79,52,Average learners
5602,31,39,34,104,69,Average learners
5603,44,16,26,86,57,Average learners
5604,39,40,11,90,60,Average learners
5605,22,24,45,91,60,Average learners
5606,39,25,15,79,52,Average learners
5607,43,37,40,120,80,fast learners
5608,35,19,22,76,50,Average learners
5609,39,31,12,82,54,Average learners
5610,29,32,32,93,62,Average learners
5611,18,43,28,89,59,Average learners
5612,44,36,37,117,78,fast learners
5613,42,18,11,71,47,slow leaners
5614,41,23,36,100,66,Average learners
5615,29,16,17,62,41,slow leaners
5616,37,14,16,67,44,slow leaners
5617,35,36,43,114,76,fast learners
5618,37,31,46,114,76,fast learners
5619,26,19,44,89,59,Average learners
5620,35,23,32,90,60,Average learners
5621,37,49,28,114,76,fast learners
5622,47,23,48,118,78,fast learners
5623,41,10,35,86,57,Average learners
5624,23,21,36,80,53,Average learners
5625,33,49,12,94,62,Average learners
5626,14,12,43,69,46,slow leaners
5627,30,43,18,91,60,Average learners
5628,29,31,23,83,55,Average learners
5629,40,33,12,85,56,Average learners
5630,12,24,10,46,30,slow leaners
5631,31,29,16,76,50,Average learners
5632,34,18,15,67,44,slow leaners
5633,29,36,28,93,62,Average learners
5634,14,35,39,88,58,Average learners
5635,34,30,10,74,49,slow leaners
5636,39,29,46,114,76,fast learners
5637,44,24,20,88,58,Average learners
5638,27,27,11,65,43,slow leaners
5639,28,32,26,86,57,Average learners
5640,29,46,48,123,82,fast learners
5641,16,17,25,58,38,slow leaners
5642,34,29,39,102,68,Average learners
5643,11,27,44,82,54,Average learners
5644,10,45,34,89,59,Average learners
5645,42,12,38,92,61,Average learners
5646,16,23,46,85,56,Average learners
5647,30,23,15,68,45,slow leaners
5648,18,29,23,70,46,slow leaners
5649,18,33,40,91,60,Average learners
5650,17,24,30,71,47,slow leaners
5651,13,35,10,58,38,slow leaners
5652,37,15,23,75,50,Average learners
5653,17,25,41,83,55,Average learners
5654,17,30,15,62,41,slow leaners
5655,34,24,22,80,53,Average learners
5656,14,14,36,64,42,slow leaners
5657,34,14,33,81,54,Average learners
5658,47,41,49,137,91,fast learners
5659,21,33,22,76,50,Average learners
5660,20,35,16,71,47,slow leaners
5661,45,34,20,99,66,Average learners
5662,46,37,40,123,82,fast learners
5663,19,31,14,64,42,slow leaners
5664,36,39,48,123,82,fast learners
5665,42,15,21,78,52,Average learners
5666,19,20,42,81,54,Average learners
5667,12,34,38,84,56,Average learners
5668,18,41,24,83,55,Average learners
5669,37,29,17,83,55,Average learners
5670,45,46,33,124,82,fast learners
5671,48,36,35,119,79,fast learners
5672,16,43,17,76,50,Average learners
5673,37,17,18,72,48,slow leaners
5674,25,48,21,94,62,Average learners
5675,23,16,39,78,52,Average learners
5676,35,27,36,98,65,Average learners
5677,45,30,43,118,78,fast learners
5678,24,28,34,86,57,Average learners
5679,31,35,47,113,75,fast learners
5680,44,30,16,90,60,Average learners
5681,20,44,11,75,50,Average learners
5682,20,29,12,61,40,slow leaners
5683,12,27,21,60,40,slow leaners
5684,45,22,32,99,66,Average learners
5685,11,28,20,59,39,slow leaners
5686,31,29,19,79,52,Average learners
5687,46,26,40,112,74,fast learners
5688,48,24,17,89,59,Average learners
5689,35,10,34,79,52,Average learners
5690,38,37,46,121,80,fast learners
5691,37,35,35,107,71,fast learners
5692,43,33,20,96,64,Average learners
5693,17,31,19,67,44,slow leaners
5694,45,11,15,71,47,slow leaners
5695,38,25,46,109,72,fast learners
5696,19,47,41,107,71,fast learners
5697,33,13,18,64,42,slow leaners
5698,47,45,35,127,84,fast learners
5699,18,37,46,101,67,Average learners
5700,12,20,11,43,28,slow leaners
5701,39,21,25,85,56,Average learners
5702,43,47,20,110,73,fast learners
5703,27,11,27,65,43,slow leaners
5704,33,40,13,86,57,Average learners
5705,19,29,21,69,46,slow leaners
5706,22,32,39,93,62,Average learners
5707,36,20,13,69,46,slow leaners
5708,48,24,25,97,64,Average learners
5709,32,23,30,85,56,Average learners
5710,46,34,35,115,76,fast learners
5711,13,22,29,64,42,slow leaners
5712,42,45,43,130,86,fast learners
5713,34,10,31,75,50,Average learners
5714,13,30,32,75,50,Average learners
5715,37,39,10,86,57,Average learners
5716,18,10,15,43,28,slow leaners
5717,31,47,11,89,59,Average learners
5718,18,34,36,88,58,Average learners
5719,43,49,25,117,78,fast learners
5720,45,44,41,130,86,fast learners
5721,14,49,44,107,71,fast learners
5722,11,43,36,90,60,Average learners
5723,36,43,11,90,60,Average learners
5724,42,38,32,112,74,fast learners
5725,38,34,44,116,77,fast learners
5726,39,24,22,85,56,Average learners
5727,24,19,31,74,49,slow leaners
5728,24,37,13,74,49,slow leaners
5729,13,12,28,53,35,slow leaners
5730,16,17,46,79,52,Average learners
5731,21,12,34,67,44,slow leaners
5732,16,21,41,78,52,Average learners
5733,34,38,30,102,68,Average learners
5734,28,14,39,81,54,Average learners
5735,43,45,49,137,91,fast learners
5736,44,39,26,109,72,fast learners
5737,22,48,43,113,75,fast learners
5738,37,34,46,117,78,fast learners
5739,22,17,48,87,58,Average learners
5740,31,46,32,109,72,fast learners
5741,46,30,28,104,69,Average learners
5742,26,47,16,89,59,Average learners
5743,20,22,27,69,46,slow leaners
5744,27,11,21,59,39,slow leaners
5745,17,33,47,97,64,Average learners
5746,21,32,37,90,60,Average learners
5747,25,31,20,76,50,Average learners
5748,22,35,33,90,60,Average learners
5749,25,38,47,110,73,fast learners
5750,39,22,43,104,69,Average learners
5751,44,15,10,69,46,slow leaners
5752,40,43,17,100,66,Average learners
5753,45,12,24,81,54,Average learners
5754,13,25,36,74,49,slow leaners
5755,42,23,20,85,56,Average learners
5756,12,18,35,65,43,slow leaners
5757,25,29,43,97,64,Average learners
5758,28,46,40,114,76,fast learners
5759,47,21,43,111,74,fast learners
5760,39,19,28,86,57,Average learners
5761,38,14,39,91,60,Average learners
5762,31,27,25,83,55,Average learners
5763,24,11,47,82,54,Average learners
5764,39,24,49,112,74,fast learners
5765,31,34,41,106,70,fast learners
5766,39,19,47,105,70,fast learners
5767,38,38,18,94,62,Average learners
5768,14,11,14,39,26,slow leaners
5769,35,31,14,80,53,Average learners
5770,29,46,20,95,63,Average learners
5771,40,34,15,89,59,Average learners
5772,28,15,46,89,59,Average learners
5773,26,41,12,79,52,Average learners
5774,25,31,41,97,64,Average learners
5775,37,39,31,107,71,fast learners
5776,12,21,14,47,31,slow leaners
5777,44,37,45,126,84,fast learners
5778,18,38,33,89,59,Average learners
5779,37,22,26,85,56,Average learners
5780,26,25,44,95,63,Average learners
5781,47,31,40,118,78,fast learners
5782,35,10,27,72,48,slow leaners
5783,32,37,25,94,62,Average learners
5784,17,43,35,95,63,Average learners
5785,40,47,26,113,75,fast learners
5786,49,34,10,93,62,Average learners
5787,16,44,48,108,72,fast learners
5788,37,43,41,121,80,fast learners
5789,49,10,48,107,71,fast learners
5790,11,37,41,89,59,Average learners
5791,26,28,15,69,46,slow leaners
5792,35,33,11,79,52,Average learners
5793,42,43,33,118,78,fast learners
5794,21,25,42,88,58,Average learners
5795,23,26,19,68,45,slow leaners
5796,47,17,43,107,71,fast learners
5797,34,12,40,86,57,Average learners
5798,25,31,18,74,49,slow leaners
5799,40,10,11,61,40,slow leaners
5800,27,32,32,91,60,Average learners
5801,20,20,36,76,50,Average learners
5802,14,47,34,95,63,Average learners
5803,15,16,18,49,32,slow leaners
5804,21,31,42,94,62,Average learners
5805,11,25,42,78,52,Average learners
5806,19,32,46,97,64,Average learners
5807,25,36,47,108,72,fast learners
5808,42,27,49,118,78,fast learners
5809,16,38,28,82,54,Average learners
5810,38,10,42,90,60,Average learners
5811,27,15,37,79,52,Average learners
5812,27,32,12,71,47,slow leaners
5813,45,19,39,103,68,Average learners
5814,22,33,26,81,54,Average learners
5815,34,33,35,102,68,Average learners
5816,40,39,45,124,82,fast learners
5817,29,36,16,81,54,Average learners
5818,12,13,36,61,40,slow leaners
5819,42,32,35,109,72,fast learners
5820,47,26,46,119,79,fast learners
5821,19,35,33,87,58,Average learners
5822,16,36,46,98,65,Average learners
5823,33,16,37,86,57,Average learners
5824,27,27,47,101,67,Average learners
5825,49,29,46,124,82,fast learners
5826,25,11,26,62,41,slow leaners
5827,44,15,10,69,46,slow leaners
5828,40,19,33,92,61,Average learners
5829,15,46,37,98,65,Average learners
5830,24,43,11,78,52,Average learners
5831,26,28,40,94,62,Average learners
5832,33,36,37,106,70,fast learners
5833,46,20,31,97,64,Average learners
5834,36,43,27,106,70,fast learners
5835,48,40,23,111,74,fast learners
5836,46,48,31,125,83,fast learners
5837,44,28,45,117,78,fast learners
5838,19,27,23,69,46,slow leaners
5839,45,11,23,79,52,Average learners
5840,48,37,11,96,64,Average learners
5841,34,43,35,112,74,fast learners
5842,48,40,32,120,80,fast learners
5843,11,38,23,72,48,slow leaners
5844,19,42,14,75,50,Average learners
5845,38,34,44,116,77,fast learners
5846,36,15,26,77,51,Average learners
5847,29,14,22,65,43,slow leaners
5848,27,26,34,87,58,Average learners
5849,46,22,18,86,57,Average learners
5850,32,49,23,104,69,Average learners
5851,39,23,21,83,55,Average learners
5852,29,29,22,80,53,Average learners
5853,13,32,47,92,61,Average learners
5854,23,48,26,97,64,Average learners
5855,32,22,25,79,52,Average learners
5856,25,24,15,64,42,slow leaners
5857,13,41,16,70,46,slow leaners
5858,27,41,42,110,73,fast learners
5859,49,39,14,102,68,Average learners
5860,29,17,17,63,42,slow leaners
5861,47,38,22,107,71,fast learners
5862,16,41,38,95,63,Average learners
5863,23,44,31,98,65,Average learners
5864,35,27,46,108,72,fast learners
5865,32,15,14,61,40,slow leaners
5866,44,44,32,120,80,fast learners
5867,48,11,12,71,47,slow leaners
5868,22,12,39,73,48,slow leaners
5869,46,11,16,73,48,slow leaners
5870,17,43,19,79,52,Average learners
5871,14,18,20,52,34,slow leaners
5872,27,35,14,76,50,Average learners
5873,34,48,44,126,84,fast learners
5874,39,12,44,95,63,Average learners
5875,14,22,42,78,52,Average learners
5876,17,12,22,51,34,slow leaners
5877,28,14,11,53,35,slow leaners
5878,39,42,19,100,66,Average learners
5879,14,10,21,45,30,slow leaners
5880,40,44,44,128,85,fast learners
5881,11,39,25,75,50,Average learners
5882,33,28,46,107,71,fast learners
5883,37,11,38,86,57,Average learners
5884,28,26,24,78,52,Average learners
5885,24,11,23,58,38,slow leaners
5886,17,28,18,63,42,slow leaners
5887,34,38,44,116,77,fast learners
5888,25,12,20,57,38,slow leaners
5889,13,48,28,89,59,Average learners
5890,31,36,42,109,72,fast learners
5891,47,39,36,122,81,fast learners
5892,31,21,43,95,63,Average learners
5893,23,31,27,81,54,Average learners
5894,43,10,25,78,52,Average learners
5895,31,49,33,113,75,fast learners
5896,43,31,21,95,63,Average learners
5897,24,43,37,104,69,Average learners
5898,27,11,18,56,37,slow leaners
5899,19,36,49,104,69,Average learners
5900,12,38,21,71,47,slow leaners
5901,23,35,49,107,71,fast learners
5902,29,24,40,93,62,Average learners
5903,32,28,36,96,64,Average learners
5904,14,25,28,67,44,slow leaners
5905,29,14,41,84,56,Average learners
5906,20,25,21,66,44,slow leaners
5907,26,33,34,93,62,Average learners
5908,23,19,22,64,42,slow leaners
5909,37,11,42,90,60,Average learners
5910,38,40,44,122,81,fast learners
5911,18,31,20,69,46,slow leaners
5912,40,36,14,90,60,Average learners
5913,34,19,37,90,60,Average learners
5914,13,43,13,69,46,slow leaners
5915,32,40,22,94,62,Average learners
5916,17,46,31,94,62,Average learners
5917,14,14,42,70,46,slow leaners
5918,13,24,19,56,37,slow leaners
5919,26,41,39,106,70,fast learners
5920,19,23,34,76,50,Average learners
5921,43,44,34,121,80,fast learners
5922,47,43,49,139,92,fast learners
5923,12,29,14,55,36,slow leaners
5924,42,42,42,126,84,fast learners
5925,11,10,23,44,29,slow leaners
5926,26,32,37,95,63,Average learners
5927,33,22,23,78,52,Average learners
5928,19,23,28,70,46,slow leaners
5929,49,12,35,96,64,Average learners
5930,18,40,18,76,50,Average learners
5931,43,29,35,107,71,fast learners
5932,45,30,17,92,61,Average learners
5933,24,32,36,92,61,Average learners
5934,24,12,40,76,50,Average learners
5935,27,33,28,88,58,Average learners
5936,26,45,14,85,56,Average learners
5937,15,45,28,88,58,Average learners
5938,43,34,37,114,76,fast learners
5939,17,46,26,89,59,Average learners
5940,13,19,12,44,29,slow leaners
5941,18,12,42,72,48,slow leaners
5942,15,14,22,51,34,slow leaners
5943,45,43,21,109,72,fast learners
5944,32,38,34,104,69,Average learners
5945,49,25,42,116,77,fast learners
5946,34,38,25,97,64,Average learners
5947,37,34,11,82,54,Average learners
5948,27,32,18,77,51,Average learners
5949,42,18,17,77,51,Average learners
5950,41,12,43,96,64,Average learners
5951,36,45,40,121,80,fast learners
5952,11,17,27,55,36,slow leaners
5953,41,21,48,110,73,fast learners
5954,39,24,35,98,65,Average learners
5955,31,31,24,86,57,Average learners
5956,35,25,20,80,53,Average learners
5957,27,42,16,85,56,Average learners
5958,17,47,27,91,60,Average learners
5959,44,17,48,109,72,fast learners
5960,11,33,26,70,46,slow leaners
5961,28,12,46,86,57,Average learners
5962,39,14,39,92,61,Average learners
5963,32,29,29,90,60,Average learners
5964,10,38,30,78,52,Average learners
5965,35,37,23,95,63,Average learners
5966,39,30,37,106,70,fast learners
5967,41,29,45,115,76,fast learners
5968,15,32,28,75,50,Average learners
5969,18,18,27,63,42,slow leaners
5970,10,44,32,86,57,Average learners
5971,35,48,40,123,82,fast learners
5972,16,19,37,72,48,slow leaners
5973,39,26,29,94,62,Average learners
5974,26,17,40,83,55,Average learners
5975,10,48,23,81,54,Average learners
5976,24,48,31,103,68,Average learners
5977,27,12,47,86,57,Average learners
5978,47,26,41,114,76,fast learners
5979,23,30,14,67,44,slow leaners
5980,15,41,47,103,68,Average learners
